,name,tag
725,../Data\Words/downloaded_videos\GARAGE HAVE\GARAGE HAVE？.mp4,GARAGE HAVE
726,../Data\Words/downloaded_videos\GARBAGE\GARBAGE.mp4,GARBAGE
727,../Data\Words/downloaded_videos\GAS COST-what\GAS COST-what？.mp4,GAS COST-what
728,../Data\Words/downloaded_videos\GAS-fuel\GAS-fuel.mp4,GAS-fuel
729,../Data\Words/downloaded_videos\GASOLINE  gas  fuel for vehicle\GASOLINE ⧸ gas ⧸ fuel for vehicle.mp4,GASOLINE  gas  fuel for vehicle
730,../Data\Words/downloaded_videos\gather-to-flock-to-version\gather-to-[flock-to-version].mp4,gather-to-flock-to-version
731,../Data\Words/downloaded_videos\generatemake create\generate⧸make create.mp4,generatemake create
732,../Data\Words/downloaded_videos\GET\GET.mp4,GET
733,../Data\Words/downloaded_videos\GHOST spirit  soul  phantom\GHOST⧸ spirit ⧸ soul ⧸ phantom.mp4,GHOST spirit  soul  phantom
734,../Data\Words/downloaded_videos\GIRL\GIRL.mp4,GIRL
735,"../Data\Words/downloaded_videos\GIRL THIS CLASS STRAIGHT-HAIR HOW-MANY\GIRL THIS CLASS STRAIGHT-HAIR, HOW-MANY？.mp4",GIRL THIS CLASS STRAIGHT-HAIR HOW-MANY
736,../Data\Words/downloaded_videos\girl-FEMALE-SHORT-version  little girl  female child\girl-[FEMALE-SHORT-version] ⧸ little girl ⧸ female child.mp4,girl-FEMALE-SHORT-version  little girl  female child
737,../Data\Words/downloaded_videos\GIRLFRIEND\GIRLFRIEND.mp4,GIRLFRIEND
738,"../Data\Words/downloaded_videos\GIVE-you give you from me  a gift to you from me GIVE\GIVE-you [give you from me,  a gift to you from me] [GIVE].mp4",GIVE-you give you from me  a gift to you from me GIVE
739,../Data\Words/downloaded_videos\GLASSES\GLASSES.mp4,GLASSES
740,../Data\Words/downloaded_videos\GO-to\GO-to.mp4,GO-to
741,../Data\Words/downloaded_videos\GO-TO-BED\GO-TO-BED.mp4,GO-TO-BED
742,../Data\Words/downloaded_videos\GOAL\GOAL.mp4,GOAL
743,../Data\Words/downloaded_videos\GONE  missing  absent  passed away  dead  extinct\GONE ⧸ missing ⧸ absent ⧸ passed away ⧸ dead ⧸ extinct.mp4,GONE  missing  absent  passed away  dead  extinct
744,../Data\Words/downloaded_videos\GOOD ENOUGH\GOOD ENOUGH.mp4,GOOD ENOUGH
745,../Data\Words/downloaded_videos\GOOD-well\GOOD-[well].mp4,GOOD-well
746,../Data\Words/downloaded_videos\GOSSIP\GOSSIP.mp4,GOSSIP
747,../Data\Words/downloaded_videos\GOVERNMENT\GOVERNMENT.mp4,GOVERNMENT
748,../Data\Words/downloaded_videos\GOVERNMENT-index-X-index-version\GOVERNMENT-[index-X-index-version].mp4,GOVERNMENT-index-X-index-version
749,../Data\Words/downloaded_videos\GRADUATE\GRADUATE.mp4,GRADUATE
750,../Data\Words/downloaded_videos\GRANDMA\GRANDMA.mp4,GRANDMA
751,../Data\Words/downloaded_videos\GRANDPA\GRANDPA.mp4,GRANDPA
752,../Data\Words/downloaded_videos\GRAPES\GRAPES.mp4,GRAPES
753,"../Data\Words/downloaded_videos\GRAPES YOU EAT HOW OFTEN\GRAPES, YOU EAT HOW OFTEN？.mp4",GRAPES YOU EAT HOW OFTEN
754,../Data\Words/downloaded_videos\GRASS haystraw\GRASS [hay⧸straw].mp4,GRASS haystraw
755,../Data\Words/downloaded_videos\GREAT-WONDERFUL\GREAT-[WONDERFUL].mp4,GREAT-WONDERFUL
756,../Data\Words/downloaded_videos\green\green.mp4,green
757,"../Data\Words/downloaded_videos\Green apple you like\APPLE, GREEN, YOU LIKE EAT？.mp4",Green apple you like
758,../Data\Words/downloaded_videos\GREEN EGG AND H-A-M YOU LIKE YOU\GREEN EGG AND H-A-M YOU LIKE YOU？.mp4,GREEN EGG AND H-A-M YOU LIKE YOU
759,../Data\Words/downloaded_videos\GROW-UP-RAISED\GROW-UP-[RAISED].mp4,GROW-UP-RAISED
760,../Data\Words/downloaded_videos\growinggrow version\growing⧸grow (version).mp4,growinggrow version
761,../Data\Words/downloaded_videos\H-E-A-R-I-N-G how-SIGN HOW DO YOU SIGN HEARING\H-E-A-R-I-N-G how-SIGN？ (HOW DO YOU SIGN HEARING？).mp4,H-E-A-R-I-N-G how-SIGN HOW DO YOU SIGN HEARING
762,../Data\Words/downloaded_videos\HABIT\HABIT.mp4,HABIT
763,../Data\Words/downloaded_videos\HABIT ANY YOU if so WHAT-huh\HABIT ANY YOU？ [if so] WHAT-huh？.mp4,HABIT ANY YOU if so WHAT-huh
764,../Data\Words/downloaded_videos\HAIR\HAIR.mp4,HAIR
765,"../Data\Words/downloaded_videos\HAIR LONG HAIR SHORT HAIR YOU THINK PRETTY WHICH\HAIR, LONG HAIR, SHORT HAIR, YOU THINK PRETTY WHICH？.mp4",HAIR LONG HAIR SHORT HAIR YOU THINK PRETTY WHICH
766,"../Data\Words/downloaded_videos\HAIR YOU PREFER what-COLOR\HAIR, YOU PREFER what-COLOR？.mp4",HAIR YOU PREFER what-COLOR
767,../Data\Words/downloaded_videos\hair-buzz-cut very-short-hair\hair-buzz-cut [very-short-hair].mp4,hair-buzz-cut very-short-hair
768,../Data\Words/downloaded_videos\HAIR-depictive-length-long-hair\HAIR-depictive-length-[long-hair].mp4,HAIR-depictive-length-long-hair
769,../Data\Words/downloaded_videos\HAIR-DRYER\HAIR-DRYER.mp4,HAIR-DRYER
770,../Data\Words/downloaded_videos\HAIR-DRYER YOU USE\HAIR-DRYER YOU USE？.mp4,HAIR-DRYER YOU USE
771,../Data\Words/downloaded_videos\HAIR-DRYER-version\HAIR-DRYER-[version].mp4,HAIR-DRYER-version
772,../Data\Words/downloaded_videos\HAIRCUT\HAIRCUT.mp4,HAIRCUT
773,../Data\Words/downloaded_videos\HALF-HOUR\HALF-HOUR.mp4,HALF-HOUR
774,../Data\Words/downloaded_videos\HALF-HOUR-version\HALF-HOUR-[version].mp4,HALF-HOUR-version
775,../Data\Words/downloaded_videos\HALLOWEEN\HALLOWEEN.mp4,HALLOWEEN
776,"../Data\Words/downloaded_videos\HALLOWEEN WHAT DAY\HALLOWEEN, WHAT DAY？.mp4",HALLOWEEN WHAT DAY
777,../Data\Words/downloaded_videos\HAMBURGER\HAMBURGER.mp4,HAMBURGER
778,../Data\Words/downloaded_videos\HAMMER\HAMMER.mp4,HAMMER
779,../Data\Words/downloaded_videos\HAND\HAND.mp4,HAND
780,../Data\Words/downloaded_videos\HANDS BECOME COLD TEND YOU\HANDS BECOME COLD TEND YOU？.mp4,HANDS BECOME COLD TEND YOU
781,../Data\Words/downloaded_videos\HANUKKAH palm back version   Chanukah\HANUKKAH [palm back version]  ⧸ Chanukah.mp4,HANUKKAH palm back version   Chanukah
782,../Data\Words/downloaded_videos\HANUKKAH palm forward version  Chanukah\HANUKKAH [palm forward version] ⧸ Chanukah.mp4,HANUKKAH palm forward version  Chanukah
783,../Data\Words/downloaded_videos\HAPPEN\HAPPEN.mp4,HAPPEN
784,"../Data\Words/downloaded_videos\HAPPEN YOU AFRAID YOU WHITE-faced-pale\HAPPEN YOU AFRAID, YOU WHITE-[faced-＂pale＂]？.mp4",HAPPEN YOU AFRAID YOU WHITE-faced-pale
785,"../Data\Words/downloaded_videos\HAPPEN YOU HEADACHE MEDICINE YOU TAKE-PILL WHAT-KIND\HAPPEN YOU HEADACHE, MEDICINE YOU TAKE-PILL WHAT-KIND？.mp4",HAPPEN YOU HEADACHE MEDICINE YOU TAKE-PILL WHAT-KIND
786,"../Data\Words/downloaded_videos\HAPPEN YOU PROMISE SOMETHING LATER YOU ALWAYS PROCEED D-O I-T YOU\HAPPEN YOU PROMISE SOMETHING, LATER YOU ALWAYS PROCEED D-O I-T YOU？.mp4",HAPPEN YOU PROMISE SOMETHING LATER YOU ALWAYS PROCEED D-O I-T YOU
787,../Data\Words/downloaded_videos\HAPPY\HAPPY.mp4,HAPPY
788,../Data\Words/downloaded_videos\HARD  tough to do  difficult to do\HARD ⧸ tough to do ⧸ difficult to do.mp4,HARD  tough to do  difficult to do
789,../Data\Words/downloaded_videos\hard of hearing\hard of hearing.mp4,hard of hearing
790,../Data\Words/downloaded_videos\HAT\HAT.mp4,HAT
791,../Data\Words/downloaded_videos\HAT YOU HAVE  WHAT-KIND\HAT YOU HAVE？  WHAT-KIND？.mp4,HAT YOU HAVE  WHAT-KIND
792,../Data\Words/downloaded_videos\HAT-ball-cap\HAT-[ball-cap].mp4,HAT-ball-cap
793,../Data\Words/downloaded_videos\HAT-wide-brim\HAT-[wide-brim].mp4,HAT-wide-brim
794,../Data\Words/downloaded_videos\have\have.mp4,have
795,../Data\Words/downloaded_videos\HAVE PET YOU if so NAME\HAVE PET YOU？ [if so] NAME？.mp4,HAVE PET YOU if so NAME
796,../Data\Words/downloaded_videos\HAVE-1h version\HAVE-[1h version].mp4,HAVE-1h version
797,../Data\Words/downloaded_videos\HAVE-possess-2-hand-version\HAVE-[possess-2-hand-version].mp4,HAVE-possess-2-hand-version
798,../Data\Words/downloaded_videos\HEAD\HEAD.mp4,HEAD
799,../Data\Words/downloaded_videos\HEAD-COLD\HEAD-COLD.mp4,HEAD-COLD
800,../Data\Words/downloaded_videos\head-scarf-hijab\head-scarf-[hijab].mp4,head-scarf-hijab
801,../Data\Words/downloaded_videos\headfront\head⧸front.mp4,headfront
802,../Data\Words/downloaded_videos\HEADLIGHTS  two lights signing forward\HEADLIGHTS ⧸ two lights signing forward.mp4,HEADLIGHTS  two lights signing forward
803,../Data\Words/downloaded_videos\HEALTHY-become-well-physically-strong-heal-up-brave\HEALTHY-[become-well-physically]-strong-[heal-up]-[brave].mp4,HEALTHY-become-well-physically-strong-heal-up-brave
804,../Data\Words/downloaded_videos\HEAR physical ability to hear\HEAR (physical ability to hear).mp4,HEAR physical ability to hear
805,../Data\Words/downloaded_videos\HEARING-a culturally hearing person\HEARING-[a culturally hearing person].mp4,HEARING-a culturally hearing person
806,../Data\Words/downloaded_videos\HEARING-AID\HEARING-AID.mp4,HEARING-AID
807,"../Data\Words/downloaded_videos\HEARING-AID BATTERY YOU NOT-YET CHANGE YOU\HEARING-AID BATTERY, YOU NOT-YET CHANGE YOU？.mp4",HEARING-AID BATTERY YOU NOT-YET CHANGE YOU
808,"../Data\Words/downloaded_videos\HEARING-AID WHO HAVE\HEARING-AID, WHO HAVE？.mp4",HEARING-AID WHO HAVE
809,"../Data\Words/downloaded_videos\HEARING-AID YOU SOMETIMES WISH your-SELF HAVE\HEARING-AID, YOU SOMETIMES WISH your-SELF HAVE？.mp4",HEARING-AID YOU SOMETIMES WISH your-SELF HAVE
810,../Data\Words/downloaded_videos\HEARING-hearing-person-culturally\HEARING-[hearing-person-culturally].mp4,HEARING-hearing-person-culturally
811,../Data\Words/downloaded_videos\HEARING-person are-YOU\HEARING-person are-YOU？.mp4,HEARING-person are-YOU
812,../Data\Words/downloaded_videos\HEART\HEART.mp4,HEART
813,../Data\Words/downloaded_videos\HEAVY\HEAVY.mp4,HEAVY
814,../Data\Words/downloaded_videos\height-HIGH\height-[HIGH].mp4,height-HIGH
815,../Data\Words/downloaded_videos\Help\aid-[HELP].mp4,Help
816,../Data\Words/downloaded_videos\HELP-you\HELP-you.mp4,HELP-you
817,../Data\Words/downloaded_videos\HERE\HERE.mp4,HERE
818,../Data\Words/downloaded_videos\heroSTRONGbravecourageWELLrecover\hero⧸STRONG⧸brave⧸courage⧸WELL⧸recover.mp4,heroSTRONGbravecourageWELLrecover
819,../Data\Words/downloaded_videos\HESHE PAY-himher\HE⧸SHE PAY-him⧸her.mp4,HESHE PAY-himher
820,../Data\Words/downloaded_videos\HESHE WHO\HE⧸SHE WHO？.mp4,HESHE WHO
821,"../Data\Words/downloaded_videos\HEY NAME YOU\HEY, NAME YOU？.mp4",HEY NAME YOU
822,../Data\Words/downloaded_videos\HEY-visual-method-of-getting-attention\HEY-[visual-method-of-getting-attention].mp4,HEY-visual-method-of-getting-attention
823,"../Data\Words/downloaded_videos\Hi Im John Smith ... brief narrative\Hi, I'm John Smith! ... (brief narrative).mp4",Hi Im John Smith ... brief narrative
824,../Data\Words/downloaded_videos\HIDE\HIDE.mp4,HIDE
825,../Data\Words/downloaded_videos\hide and seek you like play\hide and seek you like play？.mp4,hide and seek you like play
826,../Data\Words/downloaded_videos\HIDE SEEK YOU LIKE PLAY\HIDE SEEK YOU LIKE PLAY？.mp4,HIDE SEEK YOU LIKE PLAY
827,../Data\Words/downloaded_videos\HIGH-SCHOOL\HIGH-SCHOOL.mp4,HIGH-SCHOOL
828,"../Data\Words/downloaded_videos\HIGH-SCHOOL YOU GRADUATE WHEN When did you graduate high school\HIGH-SCHOOL, YOU GRADUATE WHEN？ (When did you graduate high school？).mp4",HIGH-SCHOOL YOU GRADUATE WHEN When did you graduate high school
829,"../Data\Words/downloaded_videos\himself herself itself\himself, herself, itself.mp4",himself herself itself
830,../Data\Words/downloaded_videos\hireinvite\hire⧸invite.mp4,hireinvite
831,../Data\Words/downloaded_videos\HISHERSITS-possession-single-movement\HIS⧸HERS⧸ITS-[possession-single-movement].mp4,HISHERSITS-possession-single-movement
832,../Data\Words/downloaded_videos\HISTORY\HISTORY.mp4,HISTORY
833,"../Data\Words/downloaded_videos\HISTORY YOU LIKE STUDY\HISTORY, YOU LIKE STUDY？.mp4",HISTORY YOU LIKE STUDY
834,../Data\Words/downloaded_videos\hit punch\hit punch.mp4,hit punch
835,../Data\Words/downloaded_videos\HIT-sudden-impact-Pow\HIT-[sudden-impact]-[Pow!].mp4,HIT-sudden-impact-Pow
836,../Data\Words/downloaded_videos\HOCKEY\HOCKEY.mp4,HOCKEY
837,"../Data\Words/downloaded_videos\HOLIDAY CELEBRATE  J-A-N 1 WHAT\HOLIDAY CELEBRATE  J-A-N 1, WHAT？.mp4",HOLIDAY CELEBRATE  J-A-N 1 WHAT
838,../Data\Words/downloaded_videos\HOLLAND HAVE MANY FLOWER QM-wig\HOLLAND HAVE MANY FLOWER QM-wig？.mp4,HOLLAND HAVE MANY FLOWER QM-wig
839,../Data\Words/downloaded_videos\HOLLAND-version-1\HOLLAND-[version-1].mp4,HOLLAND-version-1
840,../Data\Words/downloaded_videos\HOLLAND-version-2\HOLLAND-[version-2].mp4,HOLLAND-version-2
841,../Data\Words/downloaded_videos\Holocaust DESTROY  destruction See notes#\Holocaust [DESTROY ⧸ destruction] [See notes.].mp4,Holocaust DESTROY  destruction See notes#
842,../Data\Words/downloaded_videos\HOME AREA residential area\HOME AREA (residential area).mp4,HOME AREA residential area
843,../Data\Words/downloaded_videos\HORSE\HORSE.mp4,HORSE
844,../Data\Words/downloaded_videos\HORSE LIKE EAT FISH\HORSE LIKE EAT FISH？.mp4,HORSE LIKE EAT FISH
845,"../Data\Words/downloaded_videos\HORSE YOU RIDE-ON BEFORE\HORSE, YOU RIDE-ON BEFORE？.mp4",HORSE YOU RIDE-ON BEFORE
846,../Data\Words/downloaded_videos\HORSE YOU WANT\HORSE YOU WANT？.mp4,HORSE YOU WANT
847,../Data\Words/downloaded_videos\hot\hot.mp4,hot
848,"../Data\Words/downloaded_videos\HOT WEATHER YOU LIKE initialized\HOT WEATHER, YOU LIKE？ [initialized].mp4",HOT WEATHER YOU LIKE initialized
849,../Data\Words/downloaded_videos\HOTDOG -sausage\HOTDOG -[sausage].mp4,HOTDOG -sausage
850,../Data\Words/downloaded_videos\HOUR\HOUR.mp4,HOUR
851,../Data\Words/downloaded_videos\hour-version 1\hour-[version 1].mp4,hour-version 1
852,../Data\Words/downloaded_videos\house\house.mp4,house
853,../Data\Words/downloaded_videos\house version\house version.mp4,house version
854,../Data\Words/downloaded_videos\how\how.mp4,how
855,../Data\Words/downloaded_videos\how many\how many.mp4,how many
856,../Data\Words/downloaded_videos\how much\how much.mp4,how much
857,../Data\Words/downloaded_videos\HOW OFTEN YOU LAUGH\HOW OFTEN YOU LAUGH？.mp4,HOW OFTEN YOU LAUGH
858,../Data\Words/downloaded_videos\HOW SIGN S-C-I-E-N-T-I-S-T version 1\HOW SIGN S-C-I-E-N-T-I-S-T？ [version 1].mp4,HOW SIGN S-C-I-E-N-T-I-S-T version 1
859,../Data\Words/downloaded_videos\how version\how version.mp4,how version
860,../Data\Words/downloaded_videos\HOW YOU FEEL\HOW YOU FEEL？.mp4,HOW YOU FEEL
861,../Data\Words/downloaded_videos\HOW YOU SINCE-up-to-nowhave-been How have you been\HOW YOU SINCE-[up-to-now⧸have-been]？ (How have you been？!).mp4,HOW YOU SINCE-up-to-nowhave-been How have you been
862,../Data\Words/downloaded_videos\HOW-MANY\HOW-MANY.mp4,HOW-MANY
863,../Data\Words/downloaded_videos\how-MANY  how-MUCH-2h-version\how-MANY ⧸ how-MUCH-[2h-version].mp4,how-MANY  how-MUCH-2h-version
864,../Data\Words/downloaded_videos\HOW-MANY O-Z EQUAL 1 LB\HOW-MANY O-Z EQUAL 1 LB？.mp4,HOW-MANY O-Z EQUAL 1 LB
865,../Data\Words/downloaded_videos\how-MUCH-1-hand-version\how-MUCH？-[1-hand-version].mp4,how-MUCH-1-hand-version
866,../Data\Words/downloaded_videos\HOW-MUCH-2-hands-volume-version  What is the extent of\HOW-MUCH？-[2-hands-volume-version] ⧸ What is the extent of？.mp4,HOW-MUCH-2-hands-volume-version  What is the extent of
867,../Data\Words/downloaded_videos\HOW-rhetoricaleyebrows-up-version\HOW-[rhetorical⧸eyebrows-up-version].mp4,HOW-rhetoricaleyebrows-up-version
868,../Data\Words/downloaded_videos\How-SIGN S-P-I-L-L\How-SIGN S-P-I-L-L？.mp4,How-SIGN S-P-I-L-L
869,../Data\Words/downloaded_videos\How-SIGN T-H-R-O-U-G-H\How-SIGN T-H-R-O-U-G-H？.mp4,How-SIGN T-H-R-O-U-G-H
870,../Data\Words/downloaded_videos\how-SIGN W-A-I-T\how-SIGN W-A-I-T？.mp4,how-SIGN W-A-I-T
871,../Data\Words/downloaded_videos\how-TALL-version\how-TALL-[version].mp4,how-TALL-version
872,../Data\Words/downloaded_videos\HOW-version-1-single-movement\HOW？-[version-1-single-movement].mp4,HOW-version-1-single-movement
873,../Data\Words/downloaded_videos\HUNGRY  starving  famished  desire  appetite  wish\HUNGRY ⧸ starving ⧸ famished ⧸ desire ⧸ appetite ⧸ wish.mp4,HUNGRY  starving  famished  desire  appetite  wish
874,../Data\Words/downloaded_videos\HUNGRY YOU\HUNGRY YOU？.mp4,HUNGRY YOU
875,../Data\Words/downloaded_videos\husband\husband.mp4,husband
876,"../Data\Words/downloaded_videos\I LOVE SALAD THINK TRUE DELICIOUS THINK-SAME YOU\I LOVE SALAD, THINK TRUE DELICIOUS, THINK-SAME YOU？.mp4",I LOVE SALAD THINK TRUE DELICIOUS THINK-SAME YOU
877,../Data\Words/downloaded_videos\I NEED BRUSH-TEETH\I NEED BRUSH-TEETH？.mp4,I NEED BRUSH-TEETH
878,"../Data\Words/downloaded_videos\I THINK WOMEN SMARTER THAN MEN YOU DISAGREE\I THINK WOMEN, SMARTER THAN MEN, YOU DISAGREE？.mp4",I THINK WOMEN SMARTER THAN MEN YOU DISAGREE
879,../Data\Words/downloaded_videos\ice fingerspelled\ice (fingerspelled).mp4,ice fingerspelled
880,../Data\Words/downloaded_videos\ICE SKATE\ICE SKATE.mp4,ICE SKATE
881,../Data\Words/downloaded_videos\ICE-CREAM\ICE-CREAM.mp4,ICE-CREAM
882,"../Data\Words/downloaded_videos\ICE-CREAM YOU LIKE WHAT-KIND\ICE-CREAM, YOU LIKE WHAT-KIND？.mp4",ICE-CREAM YOU LIKE WHAT-KIND
883,../Data\Words/downloaded_videos\icefreeze\ice⧸freeze.mp4,icefreeze
884,../Data\Words/downloaded_videos\IDEA\IDEA.mp4,IDEA
885,"../Data\Words/downloaded_videos\IF C-U-T NOT CLEAN-up WILL INFECTION\IF C-U-T NOT CLEAN-up, WILL INFECTION？.mp4",IF C-U-T NOT CLEAN-up WILL INFECTION
886,"../Data\Words/downloaded_videos\IF NOT GO SIGN CLASS NOT CHAT DEAF YOUR SIGN DECLINE\IF NOT GO SIGN CLASS, NOT CHAT DEAF, YOUR SIGN DECLINE？.mp4",IF NOT GO SIGN CLASS NOT CHAT DEAF YOUR SIGN DECLINE
887,"../Data\Words/downloaded_videos\IF TEACHER SPELL SLOW YOU UNDERSTAND SHE\IF TEACHER SPELL SLOW, YOU UNDERSTAND S⧸HE？.mp4",IF TEACHER SPELL SLOW YOU UNDERSTAND SHE
888,"../Data\Words/downloaded_videos\IME THIRSTY WATER WHERE\I⧸ME THIRSTY, WATER WHERE？.mp4",IME THIRSTY WATER WHERE
889,../Data\Words/downloaded_videos\immediate-QUICKquicklysuddensuddenlyimmediately\immediate-[QUICK⧸quickly⧸sudden⧸suddenly⧸immediately].mp4,immediate-QUICKquicklysuddensuddenlyimmediately
890,"../Data\Words/downloaded_videos\IMPORTANT YOUR LIFE WHAT\IMPORTANT YOUR LIFE, WHAT？.mp4",IMPORTANT YOUR LIFE WHAT
891,"../Data\Words/downloaded_videos\IMPORTANT-value cost worth\IMPORTANT-[value, cost, worth].mp4",IMPORTANT-value cost worth
892,../Data\Words/downloaded_videos\IMPOSSIBLE\IMPOSSIBLE.mp4,IMPOSSIBLE
893,../Data\Words/downloaded_videos\IMPRESSED\IMPRESSED.mp4,IMPRESSED
894,../Data\Words/downloaded_videos\IN\IN.mp4,IN
895,../Data\Words/downloaded_videos\income earn salary\income (earn salary).mp4,income earn salary
896,"../Data\Words/downloaded_videos\INCOMPETENT-not-good-at inept-version 2\INCOMPETENT-[not-good-at, inept]-[version 2].mp4",INCOMPETENT-not-good-at inept-version 2
897,../Data\Words/downloaded_videos\INCREASE  raise  get a raise  gain weight  add an amount onto\INCREASE ⧸ raise ⧸ get a raise ⧸ gain weight ⧸ add an amount onto.mp4,INCREASE  raise  get a raise  gain weight  add an amount onto
898,../Data\Words/downloaded_videos\incremental-IMPROVE  improving bit by bit\incremental-IMPROVE ⧸ improving bit by bit.mp4,incremental-IMPROVE  improving bit by bit
899,../Data\Words/downloaded_videos\Independence Day\Independence Day.mp4,Independence Day
900,../Data\Words/downloaded_videos\INDEX-personal-pronoun-HESHEHIMHERIT-the-THERE-version\INDEX-[personal-pronoun]-[HE⧸SHE⧸HIM⧸HER⧸IT]-[the]-[THERE-version].mp4,INDEX-personal-pronoun-HESHEHIMHERIT-the-THERE-version
901,../Data\Words/downloaded_videos\INDEX-that-person WHO  Who is heshethat person\INDEX-[that-person] WHO？  (Who is he⧸she⧸that person？).mp4,INDEX-that-person WHO  Who is heshethat person
902,../Data\Words/downloaded_videos\INFECTION\INFECTION.mp4,INFECTION
903,../Data\Words/downloaded_videos\information technology fs-IT  I-T\information technology [fs-IT ⧸ I-T].mp4,information technology fs-IT  I-T
904,"../Data\Words/downloaded_videos\Instead see httpsyoutu.bek1xfCj56L4M  NATIVE-AMERICAN HELP PILGRIM HOW\Instead see： https：⧸⧸youtu.be⧸k1xfCj56L4M  NATIVE-AMERICAN HELP PILGRIM, HOW？.mp4",Instead see httpsyoutu.bek1xfCj56L4M  NATIVE-AMERICAN HELP PILGRIM HOW
905,../Data\Words/downloaded_videos\INSULT-ME\INSULT-ME.mp4,INSULT-ME
906,../Data\Words/downloaded_videos\INSULTS  slurs\INSULTS ⧸ slurs.mp4,INSULTS  slurs
907,../Data\Words/downloaded_videos\intelligencesmart\intelligence⧸smart.mp4,intelligencesmart
908,../Data\Words/downloaded_videos\intelligent clever brilliant genius bent middle finger version\intelligent clever brilliant genius bent middle finger version.mp4,intelligent clever brilliant genius bent middle finger version
909,../Data\Words/downloaded_videos\intend intent purpose meaning\intend intent purpose meaning.mp4,intend intent purpose meaning
910,../Data\Words/downloaded_videos\INTEREST\INTEREST.mp4,INTEREST
911,../Data\Words/downloaded_videos\INTERESTING\INTERESTING.mp4,INTERESTING
912,../Data\Words/downloaded_videos\INTERESTING-version\INTERESTING-version.mp4,INTERESTING-version
913,../Data\Words/downloaded_videos\interim  TEMPORARY  short length of time\interim ⧸ TEMPORARY ⧸ short length of time.mp4,interim  TEMPORARY  short length of time
